PatientID,mRNA_ENSG00000115648.14,mRNA_ENSG00000091831.24,mRNA_ENSG00000124664.11,mRNA_ENSG00000173467.9,mRNA_ENSG00000054598.9,mRNA_ENSG00000107485.18,mRNA_ENSG00000100219.16,mRNA_ENSG00000176532.4,mRNA_ENSG00000074410.14,mRNA_ENSG00000143476.18,mRNA_ENSG00000134830.6,mRNA_ENSG00000109436.8,mRNA_ENSG00000169083.18,mRNA_ENSG00000120262.10,mRNA_ENSG00000160180.15,mRNA_ENSG00000248360.7,mRNA_ENSG00000137975.8,mRNA_ENSG00000198729.5,mRNA_ENSG00000187720.14,mRNA_ENSG00000076382.17,mRNA_ENSG00000115163.15,mRNA_ENSG00000139865.16,mRNA_ENSG00000182175.14,mRNA_ENSG00000094755.17,mRNA_ENSG00000186832.9,mRNA_ENSG00000087586.18,mRNA_ENSG00000225362.10,mRNA_ENSG00000065328.17,mRNA_ENSG00000186868.16,mRNA_ENSG00000080986.13,mRNA_ENSG00000115255.12,mRNA_ENSG00000287914.1,mRNA_ENSG00000154839.10,mRNA_ENSG00000188959.9,mRNA_ENSG00000196208.14,mRNA_ENSG00000230882.1,mRNA_ENSG00000186847.6,mRNA_ENSG00000163072.16,mRNA_ENSG00000134352.20,mRNA_ENSG00000138180.16,mRNA_ENSG00000104332.12,mRNA_ENSG00000117399.14,mRNA_ENSG00000091651.9,mRNA_ENSG00000142945.13,mRNA_ENSG00000157303.11,mRNA_ENSG00000141736.14,mRNA_ENSG00000178999.13,mRNA_ENSG00000100146.18,mRNA_ENSG00000088325.16,mRNA_ENSG00000150667.8,mRNA_ENSG00000235687.9,mRNA_ENSG00000112742.10,mRNA_ENSG00000185479.6,mRNA_ENSG00000068489.13,mRNA_ENSG00000101311.16,mRNA_ENSG00000127663.15,mRNA_ENSG00000166851.15,mRNA_ENSG00000162543.6,mRNA_ENSG00000134690.11,miRNA_V233,miRNA_V82,miRNA_V89,miRNA_V95,miRNA_V183,miRNA_V68,miRNA_V31,miRNA_V6,miRNA_V48,miRNA_V325,miRNA_V30,Methylation_cg22678977,Methylation_cg03387103,Methylation_cg11197206,Methylation_cg12633764,Methylation_cg25245963,Methylation_cg22789237,Methylation_cg03103549,Methylation_cg17751414,Methylation_cg10020892,Methylation_cg25325053,Methylation_cg02800334,Methylation_cg05060976,Methylation_cg15425061,Methylation_cg05740418,Methylation_cg04767697
TCGA-EW-A2FS,0.6181024310277528,0.2360953017338898,-0.0741370059575423,0.21634028548497,-0.1297250788884059,0.4056144745315068,0.2231952426565022,0.3425739768512676,0.3821746425333253,-0.3913768905655766,-0.3572944192317596,-0.1542610559769485,-0.4302855975820674,0.1909659831325164,0.0275663260891661,-1.236255479159051,-0.6139197110725955,0.1350314260092639,0.5923254178193356,-0.1071138193393432,0.0485409536251529,-0.7760447947647047,-0.3272882257137064,0.512330262346519,-0.3321170679278636,-0.4837299553265444,0.0110230308507686,-0.5986558738346432,-0.9239242603890724,-0.4672600540710047,-0.8740835555973223,-0.0818189592105018,-0.2946669415427703,-0.6711891323165365,0.5731754309119202,0.2774639561124973,0.8539851641057149,0.0887386300357567,-0.42194543190655,-0.7367768272893008,0.0489251246897925,-0.7304514013083009,-0.5587428796020489,-0.753429569545173,-0.0097345917889121,-0.4602180713385776,-0.1025658707578166,0.4895443310857317,-0.6692320725057852,0.8077921131632926,-1.5336595187780444,-0.4480760836940347,0.6885689163672226,0.2270001135079775,-0.4908090110140518,-0.7568027659292794,-0.723190522206986,-0.401427128998696,-0.7968844777424688,0.6452206762870737,0.2072705086398402,0.1947846781233823,0.0499512028808728,0.4534308743523753,1.1985777474149693,0.5361549515310124,-0.1400780846495625,-0.0284766617087126,-0.0243025306913634,0.1098867721370288,0.4671073056875414,-0.5401000265245387,0.7722406251944185,0.6975149132958388,0.6475652530323177,0.5227198312343838,0.3172209904449466,0.6656331119666514,0.4675562331188602,0.4348972447396008,0.6440898560874112,0.4643912513366635,0.4018561552086628,0.723908388878711,1.269590606373395
TCGA-OL-A6VR,0.975493169538961,0.1886190944572528,0.8938134834142489,0.3280906905414427,-0.7688631890153161,0.6336337567203326,1.0957553772724982,0.6852386247140381,0.7791914425750447,-1.4960714428281656,1.2340176644524012,0.8669197178769507,0.62095302370996,0.3901531504566224,1.36144565916084,1.026818318413728,1.1869686636780974,-0.3256627685470898,0.5605972829301716,-1.1200844739697615,-0.990945597858184,1.6101046414881093,-0.3456890319978835,0.0258178727435131,-0.3933758999361058,-0.8451915583516124,0.279020405637056,-0.9499819123582052,1.4005979960735713,-1.2108612713267517,0.6037685573522575,-0.3189371800974245,-1.0800147212792894,1.0919771446645068,0.8752672465402614,1.630730586294082,1.2840461307708495,0.4189788808657863,0.9320762300066724,-1.297729123685954,0.355396406800028,-0.6423851755365766,-0.4728938511018684,-0.8808282260166763,1.160614013334993,0.0741776734498033,-0.6501961062256331,0.3534426899788739,-1.037626536470909,0.9089538023888396,1.247577731000322,-0.9586998369722992,0.0825216899449076,-1.3924866223358363,-0.3034937252779644,1.1631427879006762,-1.0363366458314829,1.2052386666555297,-1.09759472398422,-0.6753963518011998,-1.3626953060680973,0.5827327954511613,-0.4161980525881027,-0.7608311480667098,-1.9835580738041032,-1.218323014580135,-0.6501328239681695,-0.8062293523009207,1.151676151403375,-1.4429090657256525,-1.2025428035301855,-1.4407405261385304,-0.6468052139816832,-1.4123397914243312,-0.0283256947650064,-0.9693877679844256,-0.2898330955226627,-0.2050046461520689,0.3196732042043536,-1.0646043659163793,-1.15071508048754,-1.2308164189886093,-0.1627281844247263,-1.0275308529757463,1.066555376014289
TCGA-E9-A226,0.0128963841741569,0.6396729136772492,-0.0182201577454958,0.6740775790295608,0.0972049121972523,0.3662960657604587,1.1588916632299395,0.8207065294860116,0.3645197533393498,1.6576404596850645,0.4044476077951163,0.1145651800779984,1.247491736538604,0.6640983452473554,-0.2745403635155895,0.6616708519807655,-0.1604056092027345,0.0783755378400385,0.3705636021263733,1.0520304113442416,0.1777593675859967,0.1377965999511425,-0.8306317195678842,-0.5566503546995001,-0.365170970213892,1.5540898484572228,-0.2163731312941197,0.4675491226988418,0.0864377198989412,0.3852459774564455,-0.1341161046686874,1.0392104913475022,0.444513998725195,1.3142859182037865,0.9578262876496528,0.0066972089425234,0.0787650136571929,-0.0577684603324511,1.2773122486344035,1.0163572756697516,-0.9674109737586216,-0.0606181370197465,0.2524280018497108,0.5622353062364037,-0.2476111382761122,-0.5380469000231611,-0.1998744288838469,-0.4678031851272112,0.9503122401443224,0.3425402830077753,-1.5722772590017855,0.8407037426107538,0.4166456983244866,0.5924993691912712,0.2447019110506942,-0.0604276277574528,0.5403351161729831,0.2317522814677589,0.4909660960552094,-0.4333388701294693,-0.5648396339715689,-0.1150366862530936,0.9039395407998396,-0.9950212254530136,-1.1460940982531596,-0.2935531957680154,-0.1133690021287068,-0.9275097079362142,0.2776694579838192,-0.8797841438936027,0.012564050195312,-0.2619692925726744,0.1733209609070947,-0.2160838891666527,0.1086348599735929,-0.9813663073018556,-0.5337704892115128,-1.0902564925220448,0.6701405502239722,-0.7332050205445987,-0.3267178781752053,-0.0729477241181353,-0.2323807866295187,-0.1322317053315279,-0.6800287240461176
TCGA-D8-A27H,-1.750404084955143,-1.9076203470059832,-3.0774050444735765,-1.996779389179844,1.3464912674422738,-2.806173072717152,-1.5471662280995375,-1.7892540048735308,-1.738730007829793,0.6928779066370307,-1.838234938738612,-1.40665930611984,-1.590853575133318,-1.1941882759213114,-2.1720872178794752,-1.5652275986469122,-0.7308821089096369,2.445901288278289,-0.8786045228171632,-0.4030730080425797,1.1097953995409071,-1.6713999475861294,3.285163127521516,2.102823009448335,2.76875533089296,0.8678904624383749,-1.5607070911804963,-0.3231343472326178,-1.9219316043424053,-0.0015828766282557,-1.2867817316004029,-1.4371660301936322,1.2123795990524509,-2.3404933018078298,-1.6372996421977415,-1.834962382535199,2.171368199299067,-1.6756050629996322,-0.4035064888618283,1.5384369613775113,1.8037165183309527,1.069325978755917,0.4825401404239583,0.8415519028089057,-1.2897231473866846,-0.3893930046776895,0.0735354424658969,2.688952200594601,1.6450888902554563,-1.437287493727728,-1.550947206398832,0.5167295579347126,1.1167459341896298,1.5292959796303198,0.8419627525577242,-1.2825723163954492,0.9985905008571344,-0.8597076159988722,1.141118565552237,0.1945959242174597,0.298263623613119,0.0092332808393393,-0.5237653873119045,0.9530518952042256,0.3995276266091561,0.3076595618343613,-0.3234465782020465,0.1441723836603939,-0.092490511684617,-0.9712754354083104,1.5242586060147003,1.3491804074856506,1.558423707283448,1.4622004252102718,1.4512185637856747,1.676660946531659,1.3448387549620893,1.4719080446182011,-1.5729446968871177,1.4954334057705794,1.3030918358980648,1.4555605325871168,1.3419039554831107,-1.5390940395811017,0.9752411322798534
TCGA-D8-A3Z6,0.9197228717878834,0.1782280867356017,0.7595866664783189,1.1352854155148306,-0.1616174798297796,0.2776810422898565,0.9726913262996778,0.308150092546208,0.68199211777631,-0.6202779711515971,0.843390302635683,0.5323880709689399,0.4884678453074508,0.5463188750601468,1.277744929598791,0.0717742308375056,-0.16022750585265,0.0949025337673818,0.4838659683516813,-1.182877515166657,-1.5068708662041042,0.2161368457097013,-0.2906309366973029,0.3292872292429182,-0.2165920059845577,-1.6421872388188905,0.8078543783159733,-0.4615972296651517,1.018035180856035,-1.5417273957366628,1.068943552749252,0.8323456201965352,-1.4753410951998205,0.4111754032863646,1.1316853021044997,0.9589990551786494,0.944476849533395,0.6994374969902198,0.0552438920439587,-0.9982907031425224,0.0834121089346924,-1.176884198333416,-1.0915704058982594,-1.2512933971591085,0.6485003909464991,0.0608001199116669,-0.9697307756869302,0.4392544941972838,-1.4450039128425334,0.9506649232787516,1.0826578158795928,-1.5782947523484605,0.5775554685872489,-1.7111674582476024,0.1469170110923044,0.9212076495346584,-1.1000106146888131,0.870008466650484,-1.285653605689287,-0.7177509775649819,-0.6599444262336075,0.4210080073688541,0.4934281599409836,-0.5577309702741373,-0.2567633306478147,0.4270883093878487,0.0391657229921066,-0.2732746062666468,-0.2572370120035903,-0.7535556881284988,-0.6587165480014231,0.5366803196025286,-0.4560690660208678,-0.5433124596682801,-0.4876486154113214,-0.4174661152451367,-0.0592777429519442,-0.2774771408352998,1.1668450544447189,0.0315710560781116,0.6883259580422476,0.4380634344212273,1.2348443910307954,-0.1333591190810561,0.2738011863469167
TCGA-B6-A1KN,0.9211122307735622,0.4476140866097051,0.6098089012985378,0.793662515514894,0.1304933512799025,0.6574249682962509,0.8315844222908378,1.1673118517975332,0.201546365137911,0.7778208282317669,-0.003127423703289,0.8224370254501241,-1.4786299911168268,0.1753430164243906,0.3600188377659579,-0.026247279108658,0.7571338449208568,0.6206208123803963,0.0624687918580412,1.3775632765089958,1.0959911126729538,1.1883784622582223,-0.7091540324440828,0.9160253320923136,-0.2880376437702867,0.7033416796921039,-0.3884153766732624,1.1181360327657397,-1.0117368946698029,0.9621818376550658,-0.906036898638644,0.5376647117454536,1.5829077962181273,0.9954800366805237,-0.0041314948897582,0.8735866583061481,0.5535344977211653,-0.4668444977570777,0.5765649104957932,0.7582585740117006,0.1950119720887507,-0.1913553637166168,1.5040606957885685,0.31374085130509,0.1601608123982416,2.8822865785394822,0.7313501741709375,0.2230849419484049,1.0134559623468016,-0.2814557645592233,0.6119316336151065,1.06266482890127,1.0547623188356927,0.3244941806227941,0.5115582321515582,-1.7140249112583912,0.7839541067725861,-0.1240290935530291,0.354431576226425,3.111396807779545,0.2045036004555842,-0.247059364161974,0.9117217291481968,0.4352464076845658,0.7447052914727001,1.5193117708892516,0.6518157473753193,0.0617741628377544,1.9353732736400076,0.4741066351259181,-1.1193579487721592,-0.0394640738434402,-0.456059560584747,0.6850123136915001,-1.5394673031391035,-0.9608314205155664,-1.1203447099470112,-0.9429437650204628,0.5296736018815027,-0.6350116166155647,-1.784675140584325,-0.976406399841514,-0.7873146254454065,0.7413547872402224,-0.7133505123714773
TCGA-BH-A2L8,0.2070250505994422,-0.3259542086503949,0.3349674224962722,0.3298384916061861,-0.0771955077396101,-0.1605492454654277,0.327145134949346,0.4589012934027237,-0.1289971209908725,-0.8222595184168349,0.2456715695605987,0.023398275883205,0.2336160784482738,1.2918780619465122,-0.0295604530720784,0.0966628015494477,-0.3028865616771888,0.6595047041634642,-0.9272256060235692,-0.2596004215544503,-1.0397161295635575,0.1821721688693881,0.4846819779654882,0.2714748077831685,0.1043078802936183,-0.8764932095553781,-0.5159263436899337,-0.7767486241591567,1.0406411482080318,-0.3924698168415274,0.2887299721102618,-1.179409364607961,-0.0084063876195106,0.5288311296470214,0.9354444836852543,0.1975079119320791,0.3908223902927711,0.2443355097874257,0.0484957854043535,-0.5318463473995109,0.3062945442351666,0.2797074248760857,-0.97690705818015,-0.541494057700302,0.9427095251607432,-0.226287918213668,-0.3920302127287984,0.1691218090797719,-0.50112504979353,0.7308347222898969,0.9736097681521142,0.0566166321241348,-0.5090403777209959,-0.7265294494100021,-0.5807318262531157,0.4415720665146965,-0.5538320795489652,1.3784602259456595,-0.5148077277243746,-1.2829463335705662,-1.022803195713653,1.0069346887558968,-0.6955019071150881,-0.2581280535547607,-1.6168724606686231,-0.5738182977422105,-1.9633718232235569,-0.4022040817761205,-0.89719362029327,-1.728930501365838,0.9322840794017224,0.2165876322459316,0.1998231449248618,0.323021651197481,0.4454267249070449,0.5950839770567041,0.7429286873851378,0.757678064353253,-0.0891788748369336,1.0517224532652425,0.6913840848430963,0.665210634296643,-0.1323189522002887,-0.239659451162036,0.6279283350090865
TCGA-A8-A075,0.1671481878983873,-0.3761520670529455,0.801273240410644,0.3119600456450191,-0.9871709334694032,0.2968467862567971,0.1337319349217748,0.5614002876619429,0.247474447227691,0.1624316149569969,0.533876277059418,-0.7481303203193208,0.604513438261321,-0.2551548431262506,0.2510117017834015,0.6673698627759591,0.4462978442443928,-0.6694609305273852,0.0855519061017122,0.0387362025594913,0.2365566884774011,0.719722649601629,-1.0659793536262987,-1.1822887196098757,-0.822825817090021,0.8896680094440116,0.3769408845315944,0.5907076026357968,-0.9707510683757352,0.716561730302058,0.5776970093757009,-0.1604163174457099,0.4002902206110035,0.5649684675742965,0.0738393155140204,0.8481748021665964,-1.798058700258871,-0.5105802478957983,-1.258000699342214,1.4326628159867996,-1.4821705824372753,0.4684082861511036,0.0648478136339294,0.1760121022950916,0.0170522439787662,-0.5067123907092137,0.6650732209582514,-1.0178375959771144,0.9238051145402488,0.6448584719504318,0.2673013307958964,1.2724756858047217,-1.3679179243385549,0.6123900501965874,-1.0274875327325326,-0.3378303403070224,1.3218037972249284,-0.6439396931591258,0.5769073493020652,-0.0626210981555154,0.3503218383289249,-1.0896056993118552,1.201012583026957,0.0719139356197939,0.8009538504641667,1.6644646470646838,1.826512991986967,1.6762721795487148,1.6868768812555488,1.243418772883446,-1.0812606005875842,-0.016810843002063,-0.909897858312166,-0.4609329228392649,-1.3772761948963217,-0.7344650891736589,-0.6240698768034174,-0.5322665288562891,-0.5664498760172103,-0.7723034893538391,-1.129899629359777,-0.5463163416373134,-1.4200589872936764,0.7822596159117379,-0.419238262092554
TCGA-JL-A3YX,0.299228386346918,0.073951979603843,0.8069956161174567,0.3664665272455829,-0.6026379748465942,0.7611923210919475,0.4094179149315077,0.3536643613542576,0.5592326062838957,0.4149248333024017,0.6311107187838925,0.1477673897901946,0.3416112299953863,0.3647639201019209,0.6893505062699682,0.3211339945419105,-0.288870628925079,-0.4212092537396337,0.2530963422679375,0.2901127048868554,0.3332062294769061,0.6274776451435077,-0.1457080680472547,-0.107972637052672,-0.3972734525837358,-0.2551268037442022,0.8816323252629031,0.4589226132082862,1.1175475061780886,0.5388821214580731,1.1471883696805203,-0.0504594049510407,0.6078538977590547,0.3341788469843526,1.2514001045478689,1.2750939641569052,0.8974765814986775,0.6174571556174946,0.1710910312234321,0.1151290785795258,-0.1459214466104445,0.6681764876735966,0.3180019303709541,0.3350146239939519,1.5086795286043515,-0.018190672885847,1.03031324067044,0.100434256706358,0.048476424458666,0.4138577683960704,0.810065290226532,0.3157484203197776,0.170469417796931,-0.2589100945869045,-0.5460254019810429,1.7867256449782196,1.0986289746690583,0.1052399677244615,0.2791353480497359,-0.2894201129153217,-0.648274993127831,0.3820522080938703,0.1494627281757031,-0.1285689175112832,-2.038963040108428,0.8693446617489319,0.1176979821082501,-0.4888112717536528,0.5134352350643272,-0.6282505085567556,-0.9117313623548544,-0.781047871889428,-0.5892522796410348,-1.143461930772928,-1.2414714593692553,-0.6339437365857041,-0.6557584602226474,-1.051667858810308,0.0383979670373567,-0.6844530266785114,-0.9866941549023752,-0.7811617352493888,-0.7341054387750872,1.3424283244206097,-1.5826932564844658
TCGA-D8-A3Z5,0.8259516820482935,0.2427505036952841,0.7609898413157509,0.6041091469536278,0.2923899038874205,0.5207168986537061,0.1830598919992941,0.6297169025702501,0.4643935187390644,-1.2653034464821264,0.0842412376916909,0.2690946639099925,0.3895011879092148,0.5012544849118147,1.0825282417988566,-0.4219142436072142,-0.5765824042964787,-0.2069107059352626,0.8109058057476842,-1.088300097616647,-1.5936498774272392,1.3600492544382592,0.9712742737181624,0.6016884721037197,0.0285624816943472,-1.507939098842537,1.597875698128216,-1.479177041955452,0.6849756896975931,-2.171691969676948,0.9919961145847472,0.7602008192780189,-2.087244517413528,0.2495410680560424,0.733141282724118,1.104673958901256,1.3811228539664142,0.93207685920269,0.3808899102000206,-1.887407204114016,1.1365017562376885,-1.2275992757340055,-1.490377551088459,-1.5419335023686012,0.7074769695703303,0.7472414814196513,-1.4126108955290533,1.5135673468840365,-1.9770277902464704,0.1833759351578973,1.2284200480349343,-1.785973202314465,0.001884019288966,-1.7416234684546117,0.5522140411081824,0.9310078175602228,-0.9682969991962214,0.7865396274944922,-0.938936534199636,0.4460451846911258,-1.6421919289273876,0.4179849478968557,-1.337330246296795,-1.56104465998968,-1.166780173672193,-1.539494825121488,-1.033869515320987,-1.5331436848990088,-0.89719362029327,-0.4781707016684554,0.2317149919879351,-0.0703552445320749,0.3964641940333649,0.0109679804372249,0.1175989521467705,0.0774395018257411,0.2171885882734593,0.3521365875400514,0.1844116996520383,0.7904277967267789,0.1705441314234132,0.4201029673378285,-0.268031645765071,-1.192099804198702,0.2799434304846978
