PatientID,mRNA_ENSG00000115648.14,mRNA_ENSG00000172478.18,mRNA_ENSG00000179862.7,mRNA_ENSG00000091831.24,mRNA_ENSG00000124664.11,mRNA_ENSG00000173467.9,mRNA_ENSG00000054598.9,mRNA_ENSG00000107485.18,mRNA_ENSG00000106541.12,mRNA_ENSG00000100219.16,mRNA_ENSG00000176532.4,mRNA_ENSG00000204385.13,mRNA_ENSG00000074410.14,mRNA_ENSG00000143476.18,mRNA_ENSG00000134830.6,mRNA_ENSG00000109436.8,mRNA_ENSG00000169083.18,mRNA_ENSG00000120262.10,mRNA_ENSG00000168350.8,mRNA_ENSG00000160180.15,mRNA_ENSG00000163879.11,mRNA_ENSG00000248360.7,mRNA_ENSG00000137975.8,mRNA_ENSG00000198729.5,mRNA_ENSG00000187720.14,mRNA_ENSG00000076382.17,mRNA_ENSG00000165140.11,mRNA_ENSG00000092068.20,mRNA_ENSG00000163064.7,mRNA_ENSG00000178935.5,Methylation_cg22678977,Methylation_cg27169860,Methylation_cg09000583,Methylation_cg20415486,Methylation_cg17627629,Methylation_cg04557423,Methylation_cg03387103,Methylation_cg02003183,Methylation_cg02693150,Methylation_cg11197206,Methylation_cg15690342,Methylation_cg18948877,Methylation_cg20456954,Methylation_cg12633764,Methylation_cg25245963,Methylation_cg11386025,Methylation_cg22789237,Methylation_cg03103549,Methylation_cg06436185,Methylation_cg25787812,miRNA_V422,miRNA_V233,miRNA_V535,miRNA_V85,miRNA_V17,miRNA_V112,miRNA_V22,miRNA_V439,miRNA_V130,miRNA_V82,CNV_ENSG00000143952.20,CNV_ENSG00000225444.2,CNV_ENSG00000232613.6,CNV_ENSG00000143951.16,CNV_ENSG00000011523.14
TCGA-EW-A2FS,0.6181024310277528,-1.0786005466382416,-1.0426780049444144,0.2360953017338898,-0.07413700595754237,0.21634028548497009,-0.12972507888840595,0.40561447453150684,0.12326670694101077,0.22319524265650226,0.3425739768512676,-0.13115334575814838,0.3821746425333253,-0.3913768905655766,-0.3572944192317596,-0.15426105597694859,-0.43028559758206747,0.1909659831325164,-1.0064749972108797,0.02756632608916617,0.9324974557547187,-1.236255479159051,-0.6139197110725955,0.1350314260092639,0.5923254178193356,-0.10711381933934326,-0.5554143089759751,-1.6066340983081566,-0.33408031672091365,0.3319888608276327,0.46710730568754144,0.29460337505942846,-1.056444168500135,-0.5502044795822976,0.36736969727437274,0.731299862746585,-0.5401000265245387,0.873239349182782,1.5689950689602767,0.7722406251944185,0.34045873416040107,1.3970717136281927,0.27435160056615193,0.6975149132958388,0.6475652530323177,-0.6200955300953592,0.5227198312343838,0.31722099044494667,-0.5570452431331689,-0.19983810862053766,0.3172337012633984,0.6452206762870737,0.31584560926872873,-0.023844520863135536,0.2388443503255751,-0.49890683757464,0.04941780510301547,-0.6905102845260922,-0.5584673339273338,0.2072705086398402,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
TCGA-OL-A6VR,0.975493169538961,0.1532640184021074,-0.005341041487202686,0.18861909445725283,0.8938134834142489,0.32809069054144274,-0.7688631890153161,0.6336337567203326,0.49961330176577146,1.0957553772724982,0.6852386247140381,0.8238820523293223,0.7791914425750447,-1.4960714428281656,1.2340176644524012,0.8669197178769507,0.62095302370996,0.3901531504566224,0.25025546304700014,1.3614456591608401,1.0616383339442066,1.026818318413728,1.1869686636780974,-0.32566276854708986,0.5605972829301716,-1.1200844739697615,1.286987607319392,1.744641331489444,-0.968908779967167,0.2848330017967349,-1.2025428035301857,1.276937166730504,-0.6534129834877352,-1.1425982914795627,0.4676429244544105,-1.2711058990702844,-1.4407405261385304,1.1963468420571923,-0.8760590775097117,-0.6468052139816832,1.0989970161731468,-0.5624167912151292,-0.7568903941600421,-1.4123397914243312,-0.0283256947650064,-1.0587360355317967,-0.9693877679844255,-0.28983309552266273,-1.3810959745809066,-0.48104197820739375,-0.5948794054060302,-0.6753963518011998,-0.7646593868717004,-0.738804673802833,0.5555202050570341,-0.4716339860402296,-0.8892512462706431,-0.4180318379793543,0.7673661394084902,-1.3626953060680973,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
TCGA-E9-A226,0.012896384174156936,1.4821828739028293,-0.7913906727913459,0.6396729136772492,-0.0182201577454958,0.6740775790295608,0.09720491219725237,0.3662960657604587,0.39274452740711074,1.1588916632299395,0.8207065294860116,0.8368510919740916,0.3645197533393498,1.6576404596850645,0.4044476077951163,0.11456518007799842,1.247491736538604,0.6640983452473554,0.007034967875526263,-0.2745403635155895,0.7899627108963692,0.6616708519807655,-0.1604056092027345,0.07837553784003852,0.3705636021263733,1.0520304113442416,0.5442148060535599,1.054983297314586,0.346382429018629,0.652596165626754,0.012564050195312019,-0.12080126837030764,0.27391256763318317,-1.2376408436207358,-0.022423876147055846,0.606672158587251,-0.26196929257267443,-0.5114287132669031,-0.2533341725894769,0.17332096090709476,0.2930675912024694,-0.37102004994173604,-0.37641396658004783,-0.21608388916665278,0.10863485997359291,-1.0078654867912258,-0.9813663073018556,-0.5337704892115128,0.5920854248649848,-0.5862657583288957,-0.06754611800960442,-0.43333887012946937,-0.7646593868717004,-0.7771080189927488,0.6296610125842427,-0.7584687107074534,-0.29165770449236056,-0.6905102845260922,-0.8572173981417863,-0.5648396339715689,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
TCGA-D8-A27H,-1.750404084955143,-0.24916405810815004,0.5521528842497708,-1.9076203470059832,-3.0774050444735765,-1.996779389179844,1.3464912674422738,-2.806173072717152,-2.5256282073128355,-1.5471662280995375,-1.7892540048735308,-0.3059617183374375,-1.738730007829793,0.6928779066370307,-1.8382349387386117,-1.40665930611984,-1.590853575133318,-1.1941882759213114,-1.971487864465722,-2.1720872178794752,-1.590227059258309,-1.5652275986469122,-0.7308821089096369,2.445901288278289,-0.8786045228171632,-0.4030730080425797,-2.5246758738413595,-1.1676644658063313,2.7444069826318622,-1.4514930559555428,1.5242586060147003,1.1340910405890778,0.602149542695383,1.212425492927335,-0.43009194837055387,1.5481097142150086,1.3491804074856506,1.309728555759833,1.6679709810298249,1.558423707283448,-1.5345860990757796,1.4761201949194223,1.5782104931338232,1.4622004252102718,1.4512185637856747,0.9700255993698995,1.6766609465316593,1.3448387549620893,-1.1168330757551168,1.4633106475045463,4.4440221536592865,0.19459592421745978,-0.7646593868717004,-0.09179520523068857,-1.7943798165638982,1.7700234125231213,2.64508114773899,-0.6905102845260922,-0.062392080903157975,0.298263623613119,0.37805455270474897,0.37912724939027054,0.4036212700257792,0.3815808447813174,0.4036212700257792
TCGA-D8-A3Z6,0.9197228717878834,0.8779153080898608,0.05450778393852689,0.17822808673560178,0.7595866664783189,1.1352854155148306,-0.16161747982977961,0.27768104228985657,0.5687601340094026,0.9726913262996778,0.30815009254620807,0.790213534056164,0.68199211777631,-0.6202779711515971,0.843390302635683,0.5323880709689399,0.48846784530745085,0.5463188750601468,1.1600815184391908,1.277744929598791,0.5780579014395403,0.07177423083750566,-0.16022750585265005,0.0949025337673818,0.4838659683516813,-1.182877515166657,1.058620906106904,-0.1174760074151124,-0.3735300311656007,0.46442462082231556,-0.6587165480014231,0.011505713760536385,-0.3790944910594027,-0.654874051447948,0.7583415189387679,0.5755984532056642,0.5366803196025286,-0.783394719969926,-0.585039772281145,-0.4560690660208678,0.6205333471632439,-0.5595889508713304,-0.2077122951148582,-0.5433124596682801,-0.48764861541132143,-1.164120715903185,-0.41746611524513677,-0.05927774295194422,-0.7841895832266109,-0.3831834953348492,-0.4387405597214021,-0.7177509775649819,-0.7646593868717004,-0.29379254879962236,0.6524825150669696,-0.6141329721741471,-0.6315643755991456,-0.6905102845260922,-0.7242591174470647,-0.6599444262336075,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
TCGA-B6-A1KN,0.9211122307735622,-0.08730799389462715,0.4982258294396497,0.44761408660970514,0.6098089012985378,0.793662515514894,0.13049335127990258,0.6574249682962509,0.5149621297242726,0.8315844222908378,1.1673118517975332,0.890199476511491,0.201546365137911,0.7778208282317669,-0.003127423703289099,0.8224370254501241,-1.4786299911168268,0.17534301642439065,-0.24287770454142105,0.3600188377659579,-0.6369590965041412,-0.02624727910865807,0.7571338449208568,0.6206208123803963,0.06246879185804127,1.3775632765089958,0.8663975498903946,-0.3018799210345613,-0.8337495932302791,0.766714627993117,-1.1193579487721592,-0.20022870190158557,1.0107064462013282,-0.6119312498244376,1.0311507830152815,-0.9526333551735701,-0.03946407384344027,1.2894875143115525,-1.4387049156405478,-0.45605956058474706,0.9866759105157564,0.5424376104496249,-0.7208268755222496,0.6850123136915001,-1.5394673031391037,-0.3684472326340162,-0.9608314205155665,-1.1203447099470112,-1.13737482669208,-1.3704249206808645,0.1860554840938413,3.111396807779545,-0.7646593868717004,0.6480044423764123,-0.2527838813464089,-0.7584687107074534,0.4522134085180914,2.4751337217025484,0.10681854245693156,0.20450360045558427,0.37805455270474897,1.3872610716325808,0.4036212700257792,0.3815808447813174,0.4036212700257792
TCGA-BH-A2L8,0.20702505059944223,0.5897323140994014,0.713693647768815,-0.3259542086503949,0.33496742249627226,0.32983849160618617,-0.07719550773961019,-0.1605492454654277,0.4270506548808718,0.32714513494934605,0.45890129340272373,0.6631230900249332,-0.12899712099087257,-0.8222595184168349,0.24567156956059874,0.023398275883205002,0.23361607844827387,1.2918780619465122,0.482927454671655,-0.02956045307207841,1.4268055800172639,0.09666280154944776,-0.30288656167718886,0.6595047041634642,-0.9272256060235693,-0.2596004215544503,0.0170627423878986,0.33582110623467243,-0.48825496844784744,-0.33866552023321445,0.9322840794017224,1.1607599071301284,-0.9584971632975395,-0.005287113588284776,0.2062039295006519,0.32477409623794734,0.21658763224593167,-0.18742355541509886,0.6656102108193678,0.1998231449248618,0.3126755594008393,0.1741129709821101,0.7659787841930292,0.323021651197481,0.44542672490704494,-1.197630026102762,0.5950839770567041,0.7429286873851378,0.5216645718387924,0.7530225787356023,-0.5948794054060302,-1.2829463335705662,-0.7646593868717004,-0.9593350098405161,-0.0135359464453083,-0.19633100182267724,-0.9015641272770687,-0.6905102845260922,0.17935869407589966,-1.022803195713653,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
TCGA-A8-A075,0.16714818789838737,1.658262487481113,-1.5774195053701001,-0.37615206705294557,0.801273240410644,0.3119600456450191,-0.9871709334694032,0.2968467862567971,0.38912031798971763,0.1337319349217748,0.5614002876619429,0.7509770575358203,0.247474447227691,0.1624316149569969,0.533876277059418,-0.7481303203193208,0.604513438261321,-0.25515484312625064,0.31466204135278,0.25101170178340154,-0.09827635812877607,0.6673698627759591,0.4462978442443928,-0.6694609305273852,0.08555190610171229,0.038736202559491305,0.08510802509206024,0.09601814123879307,0.09215290099283201,-0.182850303338151,-1.0812606005875842,-0.5008555597201009,-0.9792409523172932,-0.6172326077197059,-0.31827060779837213,-1.1210180565256247,-0.016810843002063012,-1.281480718631039,-1.5024996653371097,-0.9098978583121659,-1.46308141942494,0.6465546048429547,-0.6872800563987193,-0.4609329228392649,-1.3772761948963215,-1.1324789610764963,-0.7344650891736589,-0.6240698768034174,-1.0235703805634258,-0.9171713482824119,0.06857759329239238,-0.06262109815551543,-0.7646593868717004,0.4265725056705162,1.0641946466400631,-0.7584687107074534,0.1556933284283048,0.9553141437211657,0.09673471716328318,0.35032183832892494,1.3757774699932221,1.3872610716325808,1.4339562938734052,1.3848383467906238,1.4339562938734052
TCGA-JL-A3YX,0.299228386346918,0.47828314826576807,0.8203012731147461,0.07395197960384302,0.8069956161174567,0.36646652724558293,-0.6026379748465942,0.7611923210919475,0.5209435958243964,0.4094179149315077,0.3536643613542576,0.5775130923146814,0.5592326062838957,0.41492483330240176,0.6311107187838925,0.1477673897901946,0.34161122999538635,0.36476392010192094,1.151596662918511,0.6893505062699682,0.3290044611532877,0.3211339945419105,-0.288870628925079,-0.4212092537396337,0.2530963422679375,0.2901127048868554,0.7827060281642892,0.29084427751065156,-0.490993422027975,0.06598493903942254,-0.9117313623548545,-1.6116761027664661,0.6914971694853609,-1.0812780818375596,0.985529865516306,-1.029072933542327,-0.781047871889428,-0.8276701504987246,-1.2014163477800397,-0.5892522796410348,0.9162520597821265,-1.025872311901416,-1.2422138257410227,-1.1434619307729281,-1.2414714593692553,1.1689215692414385,-0.6339437365857041,-0.6557584602226474,0.32989460096763523,-1.3761747910561808,0.03827654727132365,-0.28942011291532177,-0.7646593868717004,0.3614171149872041,0.5042214867472529,-0.5098520099164843,-0.5123866176154079,1.5904044606435648,0.9710215415183864,-0.648274993127831,1.3757774699932221,1.3872610716325808,1.4339562938734052,1.3848383467906238,1.4339562938734052
TCGA-D8-A3Z5,0.8259516820482935,0.09123608967467486,0.6839013883130792,0.2427505036952841,0.7609898413157509,0.6041091469536278,0.29238990388742053,0.5207168986537061,0.5278535903782585,0.18305989199929412,0.6297169025702501,0.8465169677931167,0.4643935187390644,-1.2653034464821264,0.08424123769169098,0.2690946639099925,0.38950118790921484,0.5012544849118147,0.47620889076721934,1.0825282417988566,0.6520744598615662,-0.42191424360721425,-0.5765824042964787,-0.20691070593526267,0.8109058057476842,-1.088300097616647,0.4314398477697265,-0.43452160832449893,-0.11171329526244234,0.703391196040608,0.23171499198793516,-0.1291720039876777,-1.0692584249659258,-0.16446193158909542,-0.18562795975118027,-0.0848342914353422,-0.07035524453207492,-0.5139588849123627,0.14738448357541498,0.3964641940333649,0.6840152579993203,-0.45581165650354133,0.8019280774707118,0.010967980437224982,0.11759895214677055,-1.0122903418595357,0.0774395018257411,0.21718858827345935,-0.23663806211995517,0.20557454844601725,-0.40177048757268413,0.44604518469112586,-0.021552777132804093,0.11093521260357345,1.0630512226856175,-0.3143671507970455,-0.08480509338589483,-0.3805200523460392,0.2685145963873814,-1.6421919289273876,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
