PatientID,mRNA_MLPH,mRNA_C2orf54,mRNA_CITED4,mRNA_ESR1,mRNA_SPDEF,mRNA_AGR3,mRNA_FOXC1,mRNA_GATA3,mRNA_AGR2,mRNA_XBP1,mRNA_PRR15,mRNA_SLC44A4,mRNA_CA12,mRNA_DTL,mRNA_C5AR2,mRNA_TBC1D9,mRNA_AR,mRNA_CCDC170,mRNA_DEGS2,mRNA_TFF3,mRNA_DNALI1,mRNA_LINC00504,mRNA_CLCA2,mRNA_PPP1R14C,mRNA_THSD4,mRNA_SPAG5,mRNA_FBP1,mRNA_SLC7A8,mRNA_EN1,mRNA_ZNF552,Methylation_cg22678977,Methylation_cg27169860,Methylation_cg09000583,Methylation_cg20415486,Methylation_cg17627629,Methylation_cg04557423,Methylation_cg03387103,Methylation_cg02003183,Methylation_cg02693150,Methylation_cg11197206,Methylation_cg15690342,Methylation_cg18948877,Methylation_cg20456954,Methylation_cg12633764,Methylation_cg25245963,Methylation_cg11386025,Methylation_cg22789237,Methylation_cg03103549,Methylation_cg06436185,Methylation_cg25787812,miRNA_hsa-mir-934,miRNA_hsa-mir-4728,miRNA_hsa-mir-5695,miRNA_hsa-mir-18a,miRNA_hsa-mir-190b,miRNA_hsa-mir-577,miRNA_hsa-mir-135b,miRNA_hsa-mir-2115,miRNA_hsa-mir-17,miRNA_hsa-mir-130b,CNV_VPS54,CNV_LINC01867,CNV_LINC02576,CNV_WDPCP,CNV_CEP68
TCGA-EW-A2FS,0.6181024310277528,-1.0786005466382416,-1.0426780049444144,0.2360953017338898,-0.0741370059575423,0.21634028548497,-0.1297250788884059,0.4056144745315068,0.1232667069410107,0.2231952426565022,0.3425739768512676,-0.1311533457581483,0.3821746425333253,-0.3913768905655766,-0.3572944192317596,-0.1542610559769485,-0.4302855975820674,0.1909659831325164,-1.0064749972108795,0.0275663260891661,0.9324974557547188,-1.236255479159051,-0.6139197110725955,0.1350314260092639,0.5923254178193356,-0.1071138193393432,-0.5554143089759751,-1.6066340983081566,-0.3340803167209136,0.3319888608276327,0.4671073056875414,0.2946033750594284,-1.056444168500135,-0.5502044795822976,0.3673696972743727,0.731299862746585,-0.5401000265245387,0.873239349182782,1.5689950689602767,0.7722406251944185,0.340458734160401,1.3970717136281927,0.2743516005661519,0.6975149132958388,0.6475652530323177,-0.6200955300953592,0.5227198312343838,0.3172209904449466,-0.5570452431331689,-0.1998381086205376,0.3172337012633984,0.6452206762870737,0.3158456092687287,-0.0238445208631355,0.2388443503255751,-0.49890683757464,0.0494178051030154,-0.6905102845260922,-0.5584673339273338,0.2072705086398402,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
TCGA-OL-A6VR,0.975493169538961,0.1532640184021074,-0.0053410414872026,0.1886190944572528,0.8938134834142489,0.3280906905414427,-0.7688631890153161,0.6336337567203326,0.4996133017657714,1.0957553772724982,0.6852386247140381,0.8238820523293223,0.7791914425750447,-1.4960714428281656,1.2340176644524012,0.8669197178769507,0.62095302370996,0.3901531504566224,0.2502554630470001,1.36144565916084,1.0616383339442066,1.026818318413728,1.1869686636780974,-0.3256627685470898,0.5605972829301716,-1.1200844739697615,1.286987607319392,1.744641331489444,-0.968908779967167,0.2848330017967349,-1.2025428035301855,1.276937166730504,-0.6534129834877352,-1.1425982914795627,0.4676429244544105,-1.2711058990702844,-1.4407405261385304,1.1963468420571923,-0.8760590775097117,-0.6468052139816832,1.0989970161731468,-0.5624167912151292,-0.7568903941600421,-1.4123397914243312,-0.0283256947650064,-1.0587360355317967,-0.9693877679844256,-0.2898330955226627,-1.3810959745809066,-0.4810419782073937,-0.5948794054060302,-0.6753963518011998,-0.7646593868717004,-0.738804673802833,0.5555202050570341,-0.4716339860402296,-0.8892512462706431,-0.4180318379793543,0.7673661394084902,-1.3626953060680973,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
TCGA-E9-A226,0.0128963841741569,1.482182873902829,-0.7913906727913459,0.6396729136772492,-0.0182201577454958,0.6740775790295608,0.0972049121972523,0.3662960657604587,0.3927445274071107,1.1588916632299395,0.8207065294860116,0.8368510919740916,0.3645197533393498,1.6576404596850645,0.4044476077951163,0.1145651800779984,1.247491736538604,0.6640983452473554,0.0070349678755262,-0.2745403635155895,0.7899627108963692,0.6616708519807655,-0.1604056092027345,0.0783755378400385,0.3705636021263733,1.0520304113442416,0.5442148060535599,1.054983297314586,0.346382429018629,0.652596165626754,0.012564050195312,-0.1208012683703076,0.2739125676331831,-1.2376408436207358,-0.0224238761470558,0.606672158587251,-0.2619692925726744,-0.5114287132669031,-0.2533341725894769,0.1733209609070947,0.2930675912024694,-0.371020049941736,-0.3764139665800478,-0.2160838891666527,0.1086348599735929,-1.0078654867912258,-0.9813663073018556,-0.5337704892115128,0.5920854248649848,-0.5862657583288957,-0.0675461180096044,-0.4333388701294693,-0.7646593868717004,-0.7771080189927488,0.6296610125842427,-0.7584687107074534,-0.2916577044923605,-0.6905102845260922,-0.8572173981417863,-0.5648396339715689,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
TCGA-D8-A27H,-1.750404084955143,-0.24916405810815,0.5521528842497708,-1.9076203470059832,-3.0774050444735765,-1.996779389179844,1.3464912674422738,-2.806173072717152,-2.5256282073128355,-1.5471662280995375,-1.7892540048735308,-0.3059617183374375,-1.738730007829793,0.6928779066370307,-1.838234938738612,-1.40665930611984,-1.590853575133318,-1.1941882759213114,-1.971487864465722,-2.1720872178794752,-1.590227059258309,-1.5652275986469122,-0.7308821089096369,2.445901288278289,-0.8786045228171632,-0.4030730080425797,-2.5246758738413595,-1.167664465806331,2.7444069826318622,-1.4514930559555428,1.5242586060147003,1.1340910405890778,0.602149542695383,1.212425492927335,-0.4300919483705538,1.5481097142150086,1.3491804074856506,1.309728555759833,1.6679709810298249,1.558423707283448,-1.5345860990757796,1.4761201949194225,1.5782104931338232,1.4622004252102718,1.4512185637856747,0.9700255993698996,1.676660946531659,1.3448387549620893,-1.1168330757551168,1.4633106475045463,4.444022153659287,0.1945959242174597,-0.7646593868717004,-0.0917952052306885,-1.7943798165638982,1.7700234125231211,2.64508114773899,-0.6905102845260922,-0.0623920809031579,0.298263623613119,0.3780545527047489,0.3791272493902705,0.4036212700257792,0.3815808447813174,0.4036212700257792
TCGA-D8-A3Z6,0.9197228717878834,0.8779153080898608,0.0545077839385268,0.1782280867356017,0.7595866664783189,1.1352854155148306,-0.1616174798297796,0.2776810422898565,0.5687601340094026,0.9726913262996778,0.308150092546208,0.790213534056164,0.68199211777631,-0.6202779711515971,0.843390302635683,0.5323880709689399,0.4884678453074508,0.5463188750601468,1.1600815184391908,1.277744929598791,0.5780579014395403,0.0717742308375056,-0.16022750585265,0.0949025337673818,0.4838659683516813,-1.182877515166657,1.058620906106904,-0.1174760074151124,-0.3735300311656007,0.4644246208223155,-0.6587165480014231,0.0115057137605363,-0.3790944910594027,-0.654874051447948,0.7583415189387679,0.5755984532056642,0.5366803196025286,-0.783394719969926,-0.585039772281145,-0.4560690660208678,0.6205333471632439,-0.5595889508713304,-0.2077122951148582,-0.5433124596682801,-0.4876486154113214,-1.164120715903185,-0.4174661152451367,-0.0592777429519442,-0.7841895832266109,-0.3831834953348492,-0.4387405597214021,-0.7177509775649819,-0.7646593868717004,-0.2937925487996223,0.6524825150669696,-0.6141329721741471,-0.6315643755991456,-0.6905102845260922,-0.7242591174470647,-0.6599444262336075,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
TCGA-B6-A1KN,0.9211122307735622,-0.0873079938946271,0.4982258294396497,0.4476140866097051,0.6098089012985378,0.793662515514894,0.1304933512799025,0.6574249682962509,0.5149621297242726,0.8315844222908378,1.1673118517975332,0.890199476511491,0.201546365137911,0.7778208282317669,-0.003127423703289,0.8224370254501241,-1.4786299911168268,0.1753430164243906,-0.242877704541421,0.3600188377659579,-0.6369590965041412,-0.026247279108658,0.7571338449208568,0.6206208123803963,0.0624687918580412,1.3775632765089958,0.8663975498903946,-0.3018799210345613,-0.8337495932302791,0.766714627993117,-1.1193579487721592,-0.2002287019015855,1.0107064462013282,-0.6119312498244376,1.0311507830152815,-0.95263335517357,-0.0394640738434402,1.2894875143115525,-1.4387049156405478,-0.456059560584747,0.9866759105157564,0.5424376104496249,-0.7208268755222496,0.6850123136915001,-1.5394673031391035,-0.3684472326340162,-0.9608314205155664,-1.1203447099470112,-1.13737482669208,-1.3704249206808643,0.1860554840938413,3.111396807779545,-0.7646593868717004,0.6480044423764123,-0.2527838813464089,-0.7584687107074534,0.4522134085180914,2.4751337217025484,0.1068185424569315,0.2045036004555842,0.3780545527047489,1.3872610716325808,0.4036212700257792,0.3815808447813174,0.4036212700257792
TCGA-BH-A2L8,0.2070250505994422,0.5897323140994014,0.713693647768815,-0.3259542086503949,0.3349674224962722,0.3298384916061861,-0.0771955077396101,-0.1605492454654277,0.4270506548808718,0.327145134949346,0.4589012934027237,0.6631230900249332,-0.1289971209908725,-0.8222595184168349,0.2456715695605987,0.023398275883205,0.2336160784482738,1.2918780619465122,0.482927454671655,-0.0295604530720784,1.426805580017264,0.0966628015494477,-0.3028865616771888,0.6595047041634642,-0.9272256060235692,-0.2596004215544503,0.0170627423878986,0.3358211062346724,-0.4882549684478474,-0.3386655202332144,0.9322840794017224,1.1607599071301284,-0.9584971632975396,-0.0052871135882847,0.2062039295006519,0.3247740962379473,0.2165876322459316,-0.1874235554150988,0.6656102108193678,0.1998231449248618,0.3126755594008393,0.1741129709821101,0.7659787841930292,0.323021651197481,0.4454267249070449,-1.197630026102762,0.5950839770567041,0.7429286873851378,0.5216645718387924,0.7530225787356023,-0.5948794054060302,-1.2829463335705662,-0.7646593868717004,-0.959335009840516,-0.0135359464453083,-0.1963310018226772,-0.9015641272770688,-0.6905102845260922,0.1793586940758996,-1.022803195713653,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
TCGA-A8-A075,0.1671481878983873,1.658262487481113,-1.5774195053701,-0.3761520670529455,0.801273240410644,0.3119600456450191,-0.9871709334694032,0.2968467862567971,0.3891203179897176,0.1337319349217748,0.5614002876619429,0.7509770575358203,0.247474447227691,0.1624316149569969,0.533876277059418,-0.7481303203193208,0.604513438261321,-0.2551548431262506,0.31466204135278,0.2510117017834015,-0.098276358128776,0.6673698627759591,0.4462978442443928,-0.6694609305273852,0.0855519061017122,0.0387362025594913,0.0851080250920602,0.096018141238793,0.092152900992832,-0.182850303338151,-1.0812606005875842,-0.5008555597201009,-0.9792409523172932,-0.6172326077197059,-0.3182706077983721,-1.1210180565256247,-0.016810843002063,-1.281480718631039,-1.5024996653371097,-0.909897858312166,-1.46308141942494,0.6465546048429547,-0.6872800563987193,-0.4609329228392649,-1.3772761948963217,-1.1324789610764965,-0.7344650891736589,-0.6240698768034174,-1.0235703805634258,-0.917171348282412,0.0685775932923923,-0.0626210981555154,-0.7646593868717004,0.4265725056705162,1.0641946466400631,-0.7584687107074534,0.1556933284283048,0.9553141437211656,0.0967347171632831,0.3503218383289249,1.375777469993222,1.3872610716325808,1.4339562938734052,1.3848383467906238,1.4339562938734052
TCGA-JL-A3YX,0.299228386346918,0.478283148265768,0.8203012731147461,0.073951979603843,0.8069956161174567,0.3664665272455829,-0.6026379748465942,0.7611923210919475,0.5209435958243964,0.4094179149315077,0.3536643613542576,0.5775130923146814,0.5592326062838957,0.4149248333024017,0.6311107187838925,0.1477673897901946,0.3416112299953863,0.3647639201019209,1.151596662918511,0.6893505062699682,0.3290044611532877,0.3211339945419105,-0.288870628925079,-0.4212092537396337,0.2530963422679375,0.2901127048868554,0.7827060281642892,0.2908442775106515,-0.490993422027975,0.0659849390394225,-0.9117313623548544,-1.611676102766466,0.6914971694853609,-1.0812780818375596,0.985529865516306,-1.029072933542327,-0.781047871889428,-0.8276701504987246,-1.2014163477800397,-0.5892522796410348,0.9162520597821264,-1.025872311901416,-1.242213825741023,-1.143461930772928,-1.2414714593692553,1.1689215692414383,-0.6339437365857041,-0.6557584602226474,0.3298946009676352,-1.3761747910561808,0.0382765472713236,-0.2894201129153217,-0.7646593868717004,0.3614171149872041,0.5042214867472529,-0.5098520099164843,-0.5123866176154079,1.5904044606435648,0.9710215415183864,-0.648274993127831,1.375777469993222,1.3872610716325808,1.4339562938734052,1.3848383467906238,1.4339562938734052
TCGA-D8-A3Z5,0.8259516820482935,0.0912360896746748,0.6839013883130792,0.2427505036952841,0.7609898413157509,0.6041091469536278,0.2923899038874205,0.5207168986537061,0.5278535903782585,0.1830598919992941,0.6297169025702501,0.8465169677931167,0.4643935187390644,-1.2653034464821264,0.0842412376916909,0.2690946639099925,0.3895011879092148,0.5012544849118147,0.4762088907672193,1.0825282417988566,0.6520744598615662,-0.4219142436072142,-0.5765824042964787,-0.2069107059352626,0.8109058057476842,-1.088300097616647,0.4314398477697265,-0.4345216083244989,-0.1117132952624423,0.703391196040608,0.2317149919879351,-0.1291720039876777,-1.0692584249659258,-0.1644619315890954,-0.1856279597511802,-0.0848342914353422,-0.0703552445320749,-0.5139588849123627,0.1473844835754149,0.3964641940333649,0.6840152579993203,-0.4558116565035413,0.8019280774707118,0.0109679804372249,0.1175989521467705,-1.0122903418595357,0.0774395018257411,0.2171885882734593,-0.2366380621199551,0.2055745484460172,-0.4017704875726841,0.4460451846911258,-0.021552777132804,0.1109352126035734,1.0630512226856177,-0.3143671507970455,-0.0848050933858948,-0.3805200523460392,0.2685145963873814,-1.6421919289273876,-0.6196683645837243,-0.6290065728520398,-0.6267137538218468,-0.621676657227989,-0.6267137538218468
